mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice,mPoster
200,Saving General Yang,"Northeast China, early Northern Song dynasty, AD 986. The Khitan army takes its revenge for a past massacre, abducting General Yang Ye (Adam Cheng) and leaving his wife and seven sons to ...","Adventure,History,War",Not Rated,2013,102,Mandarin,"Hong Kong, China",Ronny Yu,"Katherine Lo t,Edmond Wong,Ronny Yu","Fan Xu,Adam Cheng,Ekin Cheng,Bo Yu",6.40,https://m.media-amazon.com/images/M/MV5BMTQ1MjUyOTgxM15BMl5BanBnXkFtZTgwNTg3MjM4MTE@._V1_SX300.jpg
201,Kismet Love Paisa Dilli,"Film is set in one winter night in Delhi where a middle class, Delhi university guy falls in love with a girl anchoring a fashion show. In process of wooing her someone plants a sting ...","Adventure,Comedy,Crime,Romance,Thriller",NULL,2012,129,Hindi,India,Sanjay M. Khanduri,"Sanjay M. Khanduri,Sanjay M. Khanduri,Rishabh Sharma t","Vivek Oberoi,Mallika Sherawat,Neha Dhupia,Anshuman Jha",4.20,https://m.media-amazon.com/images/M/MV5BZDFlMWVjZmUtYzY1Yi00YTU1LWE3OTItOTk4ZDZkZjZmYWQ1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
202,Jennifer's Body,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,"Comedy,Horror",R,2009,102,"English, Spanish","USA, Canada",Karyn Kusama,Diablo Cody,"Megan Fox,Amanda Seyfried,Johnny Simmons,Adam Brody",5.20,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg
203,Angel Baby,Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.,"Drama,Romance",R,1995,105,English,Australia,Michael Rymer,Michael Rymer,"John Lynch,Jacqueline McKenzie,Colin Friels,Deborra-Lee Furness",7.00,https://m.media-amazon.com/images/M/MV5BMjAwMDkzNTU5Ml5BMl5BanBnXkFtZTcwMTkzMTMyMQ@@._V1_SX300.jpg
204,"Come Back, Little Sheba","An emotionally remote recovering alcoholic and his dowdy, unambitious wife face a personal crisis when they take in an attractive lodger.","Drama,Romance",Approved,1952,99,English,USA,Daniel Mann,Ketti Frings t,"Burt Lancaster,Shirley Booth,Terry Moore,Richard Jaeckel",7.50,https://m.media-amazon.com/images/M/MV5BMjFlOGMwYTItZWYxNS00ZDJjLWIyNWYtMWQ2ZmViMTM2ZjIwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
205,Cruel Intentions 2,"This takes place several years before Cruel Intentions (1999), back to when Kathryn first meets Sebastian, their sexual attraction to each other and their enjoyment in destroying the lives of their peers.",Drama,R,2000,87,English,USA,Roger Kumble,Roger Kumble,"Robin Dunne,Sarah Thompson,Keri Lynn Pratt,Amy Adams",4.40,https://m.media-amazon.com/images/M/MV5BMTc2MjUyNDc4MF5BMl5BanBnXkFtZTYwOTA1ODQ5._V1_SX300.jpg
206,Mickey's Twice Upon a Christmas,Sequel to Mickey's Once Upon a Christmas,"Animation,Comedy,Family,Fantasy",G,2004,68,English,USA,"Theresa Cullen,Carole Holliday,Peggy Holmes,Matthew O'Callaghan","Bill Motz t,Robin Kingsland","Wayne Allwine,Tony Anselmo,Jeff Bennett,Jim Cummings",6.50,https://m.media-amazon.com/images/M/MV5BNGY1M2UyMzMtMTg2NC00YTkwLThiMTYtMTFiNWZiNTdhY2NhXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_SX300.jpg
207,East Side Story,The arrival of Anglo newcomers to an East L.A. Latino neighborhood rocks the quiet world of a handsome young local who is torn between the family restaurant and life as a big city chef.,"Comedy,Romance",Not Rated,2006,88,"English, Spanish","USA, Mexico",Carlos Portugal,"Carlos Portugal,Charo Toledo","RenÃ© Alvarado,David BerÃ³n,Gladise Jiminez,Steve Callahan",6.60,https://m.media-amazon.com/images/M/MV5BMTY2MzZmNTItNjE3Zi00Y2RjLTllN2YtYTI2OTliZTcwMzAxXkEyXkFqcGdeQXVyNzcwNjkwMg@@._V1_SX300.jpg
208,Paraiso Travel,"Love drives two young lovers from Medellin, Colombia to seek fortune in New York City, only to find a harsh reality that will put to test their true love for one another.",Drama,R,2008,116,"Spanish, English, French","Colombia, USA",Simon Brand,"Jorge Franco Ramos,Juan Rendon","Louis Arcella,Angelica Blandon,Pedro Capo,RaÃºl Castillo",7.10,https://m.media-amazon.com/images/M/MV5BMTk1NjMzNTQ0MF5BMl5BanBnXkFtZTcwMzIxMzc1MQ@@._V1_SX300.jpg
209,Never Let Me Go,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.","Drama,Romance,Sci-Fi",R,2010,103,English,UK,Mark Romanek,Kazuo Ishiguro t,"Carey Mulligan,Andrew Garfield,Izzy Meikle-Small,Charlie Rowe",7.10,https://m.media-amazon.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_SX300.jpg
210,Serial Killers: The Real Life Hannibal Lecters,This documentary examines a selection of real life serial killers and compares them to the fictional Hannibal Lecter.,"Documentary,Crime",NULL,2001,60,English,"USA, Canada",Sean Buckley,Phil M. Rosenberg,"Richard Morgan,Melanie Porter,Jennifer Franks,Deane Hughes",6.60,https://m.media-amazon.com/images/M/MV5BMTUzMDA5NDMzOF5BMl5BanBnXkFtZTcwNzk2NzI5Mw@@._V1_SX300.jpg
211,Deterrence,The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm,"Drama,Thriller",R,1999,104,English,"France, USA",Rod Lurie,Rod Lurie,"Kevin Pollak,Timothy Hutton,Sheryl Lee Ralph,Clotilde Courau",6.40,https://m.media-amazon.com/images/M/MV5BMjAxNTE0MjQwOV5BMl5BanBnXkFtZTcwNTk0NjUyMQ@@._V1_SX300.jpg
212,Indictment: The McMartin Trial,"Based on a real-life court case, the film finds members of the McMartin family on trial for alleged sexual molestation and abuse of children at their well-regarded preschool. ...","Drama,Thriller",R,1995,131,English,USA,Mick Jackson,"Abby Mann,Myra Mann","James Woods,Mercedes Ruehl,Lolita Davidovich,Sada Thompson",7.60,https://m.media-amazon.com/images/M/MV5BMjA3MDQ2OTQ4N15BMl5BanBnXkFtZTcwOTY0NTIyMQ@@._V1_SX300.jpg
213,Twentynine Palms,"David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a...",Drama,Unrated,2003,119,"French, English, Russian","France, Germany, USA",Bruno Dumont,Bruno Dumont,"Yekaterina Golubeva,David Wissak",5.30,https://m.media-amazon.com/images/M/MV5BNzc3NDc1YTQtMTE2Mi00M2NjLTkwOWMtMWZmZjZhNmNmMjczL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg
214,The Man Who Could Cheat Death,A centenarian artist and scientist in 1890 Paris maintains his youth and health by periodically replacing a gland with that of a living person.,"Drama,Horror,Sci-Fi",Approved,1959,83,English,UK,Terence Fisher,Jimmy Sangster t,"Anton Diffring,Hazel Court,Christopher Lee,Arnold MarlÃ©",6.30,https://m.media-amazon.com/images/M/MV5BNWYyZWEwMWYtMjRlNS00ZDE1LWJhM2QtMjlmN2E2ODVkODAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
215,Never Give a Sucker an Even Break,"A filmmaker attempts to sell a surreal script he has written, which comes to life as he pitches it.","Comedy,Musical",Passed,1941,71,English,USA,Edward F. Cline,John T. Neville t,"W.C. Fields,Gloria Jean,Leon Errol,Billy Lenhart",7.20,https://m.media-amazon.com/images/M/MV5BNDJjMDNjMTgtNWUzOS00ZTM2LWE0NTgtNWZkOTc1N2VlZDBhL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
216,Houseboat Horror,A rowdy rock group are accompanied by a film crew to desolate Lake Infinity to produce a music video. One night the musicians visit the local pub while the various members of the film crew ...,Horror,NULL,1989,85,English,Australia,"Kendal Flanagan,Ollie Martin",Ollie Martin,"Alan Dale,Christine Jeston,Craig Alexander,Des McKenna",4.10,https://m.media-amazon.com/images/M/MV5BMzUzNjBjYzAtYWU4Yy00ZDE4LWIxNGYtMjdjYzU3NGU4ZDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
217,Hidden Agenda: Behind the Scenes,The making of Hidden Agenda (2001).,"Documentary,Short",NULL,2001,16,English,Canada,NULL,NULL,"Paul Barette,Matthieu Chamberland,Brian Fitkin,Jean Frenette",6.40,NULL
218,The Swedish Moment,NULL,"Comedy,Crime,Drama",NULL,2014,75,Finnish,Finland,"Hannu-Pekka BjÃ¶rkman,Minna HaapkylÃ¤,Teemu Kaskinen,Elina KnihtilÃ¤,Tommi Korpela,Mark Lwoff",Teemu Kaskinen,"Tommi Korpela,Minna HaapkylÃ¤,Elina KnihtilÃ¤,Hannu-Pekka BjÃ¶rkman",5.60,https://m.media-amazon.com/images/M/MV5BMzU4M2M2ZjgtOGY1Ni00NTg4LWE4MjItNmM1MTZjOGIwMmRjXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg
219,Prince of the City: The Real Story,NULL,"Documentary,Short",NULL,2007,30,NULL,NULL,Laurent Bouzereau,Laurent Bouzereau,"Robert Leuci,Robert Daley,Jay Presson Allen,Sidney Lumet",8.80,NULL
220,Solarbabies,"In a post-apocalyptic future ruled by the military, a group of renegade teenage orphans find a legendary orb, Bohdai, that can supposedly bring the rain back to dried up Earth.","Action,Adventure,Drama,Sci-Fi",PG-13,1986,94,English,USA,Alan Johnson,Walon Green t,"Richard Jordan,Jami Gertz,Jason Patric,Lukas Haas",4.80,https://m.media-amazon.com/images/M/MV5BMjEwMTQxNTQ0Ml5BMl5BanBnXkFtZTcwMDE0MjI3NA@@._V1_SX300.jpg
221,Guy X,"A black comedy set in 1979, about a soldier mistakenly posted to an Arctic military base.","Comedy,War",R,2005,101,English,"Canada, Iceland, UK, USA",Saul Metzstein,Steve Attridge t,"Jason Biggs,Natascha McElhone,Jeremy Northam,Sean Tucker",5.10,https://m.media-amazon.com/images/M/MV5BMzA1Njg3NDY1M15BMl5BanBnXkFtZTgwODg0ODkwMzE@._V1_SX300.jpg
222,Pantera - Vulgar Video,"A chronicle of the heavy metal band Pantera's 1992 tour, behind the ""Vulgar Display of Power"" album, that chronicles all of the band's excesses with groupies, drinking and drugs. Also ...",Music,R,1993,NULL,English,USA,NULL,NULL,"Phil Anselmo,Rex Brown,Jerry Cantrell,Dimebag Darrell",8.70,https://m.media-amazon.com/images/M/MV5BMjA5MDQxNDk0Ml5BMl5BanBnXkFtZTcwMzc1NzcxMQ@@._V1_SX300.jpg
223,Filth and Wisdom,A comedy centered on three flatmates living desperate lives in London.,"Comedy,Drama,Music,Romance",Unrated,2008,84,"English, Russian, Hindi",UK,Madonna,"Madonna,Dan Cadan","Eugene Hutz,Holly Weston,Vicky McClure,Richard E. Grant",5.60,https://m.media-amazon.com/images/M/MV5BMTMzNDc3NjM2OF5BMl5BanBnXkFtZTcwMzI3Mjc5MQ@@._V1_SX300.jpg
224,Fanny and Alexander,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",Drama,R,1982,188,"Swedish, German, Yiddish, English, French","Sweden, France, West Germany",Ingmar Bergman,Ingmar Bergman,"Kristina Adolphson,BÃ¶rje Ahlstedt,Pernilla Allwin,Kristian Almgren",8.10,https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
225,Sailor of the King,"In 1940, Canadian sailor Andrew Brown is prisoner on a battle damaged German raider and he plans to delay the raider's at-sea repairs until a British naval task-force can destroy it.","Action,Drama,Romance,War",Approved,1953,83,"English, German",UK,Roy Boulting,C.S. Forester t,"Jeffrey Hunter,Michael Rennie,Wendy Hiller,Bernard Lee",6.90,https://m.media-amazon.com/images/M/MV5BN2EyYjQ3ZjQtMDFiMy00MDA2LWI2MTUtZmI4ZDJiODU1YzczXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg
226,"You, Me and Dupree","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.","Comedy,Romance",PG-13,2006,110,English,USA,"Anthony Russo,Joe Russo",Michael LeSieur,"Owen Wilson,Kate Hudson,Matt Dillon,Michael Douglas",5.60,https://m.media-amazon.com/images/M/MV5BMTUxOTg0MzczOV5BMl5BanBnXkFtZTcwODk1MTQzMQ@@._V1_SX300.jpg
227,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"Crime,Drama,Film-Noir,Mystery,Romance",Approved,1945,111,English,USA,Michael Curtiz,Ranald MacDougall t,"Joan Crawford,Jack Carson,Zachary Scott,Eve Arden",8.00,https://m.media-amazon.com/images/M/MV5BNzljY2U2MDItYWE3Yi00OWE3LWEyMjQtMGNkZmJjNDE0NDJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
228,A Misunderstood Boy,"Everything he did seemed to be misconstrued, except by the little lady he loved. The town roisters made fun of her and his love. That made trouble and the chief vigilante believed him the ...","Short,Drama",NULL,1913,17,"None, English",USA,D.W. Griffith,Christy Cabanne,"Lionel Barrymore,Kate Bruce,Lillian Gish,Robert Harron",6.50,NULL
229,Relax... It's Just Sex,"A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back...",Comedy,R,1998,110,English,USA,P.J. Castellaneta,P.J. Castellaneta,"Mitchell Anderson,Terrence 'T.C.' Carson,Seymour Cassel,Lori Petty",6.60,https://m.media-amazon.com/images/M/MV5BMjE3NTk5OTAwNF5BMl5BanBnXkFtZTcwNDE3OTYyMQ@@._V1_SX300.jpg
230,We Were Soldiers: Getting It Right,NULL,"Documentary,Short",NULL,2002,26,English,USA,NULL,NULL,"Harold G. Moore,Mel Gibson,Randall Wallace,Joseph L. Galloway",6.90,NULL
231,Dragonheart 3: The Sorcerer's Curse,"A young knight and a dragon named Drago, whose lives they now share with one heart, join forces to protect a nest filled with dragon eggs from an evil sorcerer, as well undo a curse placed on Drago.","Action,Adventure,Fantasy",PG-13,2015,98,English,USA,Colin Teague,"Matthew Feitshans,Patrick Read Johnson t","Julian Morris,Tamzin Merchant,Jassa Ahluwalia,Dominic Mafham",5.10,https://m.media-amazon.com/images/M/MV5BMTUzMjkxNzk3NF5BMl5BanBnXkFtZTgwOTE1MzYyNDE@._V1_SX300.jpg
232,Little Witches,A group of girls at a Catholic boarding school get mixed up in the occult.,"Horror,Thriller",R,1996,90,"English, Latin","USA, Canada",Jane Simpson,"Brian DiMuccio,Dino Vindeni","Mimi Rose,Sheeri Rappaport,Jennifer Rubin,Jack Nance",4.00,https://m.media-amazon.com/images/M/MV5BNDMyODA0OTA0Nl5BMl5BanBnXkFtZTcwNjE1ODkxMQ@@._V1_SX300.jpg
233,Empire of Dreams: The Story of the 'Star Wars' Trilogy,"An in-depth making of documentary about the original Star Wars trilogy, covering the productions of the three films and their impact on popular culture.","Documentary,History,Sci-Fi",NULL,2004,151,English,USA,"Edith Becker,Kevin Burns",Ed Singer,"Robert Clotworthy,Walter Cronkite,George Lucas,Steven Spielberg",8.30,https://m.media-amazon.com/images/M/MV5BNTk1YjE1ZmYtZjY1MS00M2NlLTk0MjUtYjQ1MDBjYmZhNzQwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
234,6 Days to Air: The Making of South Park,A look at the making of South Park: HUMANCENTiPAD (2011).,"Documentary,Comedy",Not Rated,2011,42,English,USA,Arthur Bradford,NULL,"Trey Parker,Matt Stone,Anne Garefino,Frank C. Agnone II",7.70,https://m.media-amazon.com/images/M/MV5BNDUyMzY1NDcwNV5BMl5BanBnXkFtZTgwODExNjMyMjE@._V1_SX300.jpg
235,Earth to Echo,"After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.","Adventure,Family,Sci-Fi",PG,2014,91,English,USA,Dave Green,Henry Gayden t,"Teo Halm,Astro,Reese Hartwig,Ella Wahlestedt",5.80,https://m.media-amazon.com/images/M/MV5BMjEwMzA5Nzk2Ml5BMl5BanBnXkFtZTgwMDM2NzE4MTE@._V1_SX300.jpg
236,The Lifeforce Experiment,"Eccentric scientist Dr. MacLean wants to determine if the afterlife exists by recording the moment the soul leaves a dying body. A terminally ill boy, a psychic girl and an undercover agent Jessica Saunders help him.","Drama,Mystery,Sci-Fi",NULL,1994,95,English,"Canada, UK",Piers Haggard,"Daphne Du Maurier t,Mike Hodges,Gerard Macdonald","Donald Sutherland,Mimi Kuzyk,Vlasta Vrana,Corin Nemec",4.70,https://m.media-amazon.com/images/M/MV5BYWRiZmZmODQtNDhmYS00ZWMwLTkzNGEtNWM0YjJmM2M0ZmJjXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg
237,The Beguiled: The Storyteller,NULL,"Documentary,Short",NULL,1971,12,English,USA,Clint Eastwood,NULL,Don Siegel,7.20,https://m.media-amazon.com/images/M/MV5BYzA5OWU4MDUtYzY1NC00MzAwLWE0YWItYmM1YmQ1YjMzMDUzXkEyXkFqcGdeQXVyMDk1MzUyNQ@@._V1_SX300.jpg
238,Peter and Vandy,"'Peter and Vandy' is a love story told out of order. Set in Manhattan, the story shifts back and forth in time, juxtaposing Peter and Vandy's romantic beginnings with the twisted, ...","Drama,Romance",Not Rated,2009,95,English,USA,Jay DiPietro,Jay DiPietro,"Jason Ritter,Jess Weixler,Jesse L. Martin,Tracie Thoms",6.30,https://m.media-amazon.com/images/M/MV5BMTMyNjUxMjk1MF5BMl5BanBnXkFtZTcwNzU3NzM4Mg@@._V1_SX300.jpg
239,Hustle & Flow,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.","Crime,Drama,Music",R,2005,116,English,USA,Craig Brewer,Craig Brewer,"Terrence Howard,Anthony Anderson,Taryn Manning,Taraji P. Henson",7.30,https://m.media-amazon.com/images/M/MV5BNTdkOWY4NmUtYTBmYy00M2ZjLWIwZWEtYTk3MDE3YzE4NTVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
240,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","Horror,Mystery",R,2012,88,"English, Ukrainian",USA,"Henry Joost,Ariel Schulman",Christopher Landon t,"Katie Featherston,Kathryn Newton,Matt Shively,Aiden Lovekamp",4.60,https://m.media-amazon.com/images/M/MV5BNjAxMzM0MjYwM15BMl5BanBnXkFtZTcwMjMwMjAyOA@@._V1_SX300.jpg
241,Men of Means,"In a world where two men in close proximity will eventually draw guns, Rico ""BULLET"" Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career ...","Action,Drama",NULL,1998,80,English,Canada,George Mendeluk,Shane Perez t,"Michael ParÃ©,Kaela Dobkin,Raymond Serra,Austin Pendleton",6.30,https://m.media-amazon.com/images/M/MV5BODlkM2RlZjgtY2Q2Yi00MzA0LWIyZWYtMDYxMTdmODQ0ZWRkXkEyXkFqcGdeQXVyMjAyOTg5Njg@._V1_SX300.jpg
242,I Am Legend,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.","Action,Adventure,Drama,Sci-Fi,Thriller",PG-13,2007,101,English,USA,Francis Lawrence,"Mark Protosevich t,John William Corrington,Joyce Hooper Corrington","Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield",7.20,https://m.media-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
243,Polskie gÃ³wno,"Indie rock band Tranzystory goes on its first tour around Poland. This new experience disappoints the musicians in many ways, and is also a good test for the strength of their friendship.","Comedy,Musical",NULL,2014,93,Polish,Poland,Grzegorz Jankowski,Tymon Tymanski,"Tymon Tymanski,Robert Brylewski,Grzegorz Halama,Filip Galazka",5.30,
244,BloodRayne: The Third Reich,Rayne joins a resistence group to fight against the Nazis during world war two.,"Action,Adventure,Fantasy,Horror",R,2011,79,English,"USA, Canada, Germany",Uwe Boll,Michael Nachoff,"Natassia Malthe,Brendan Fletcher,Michael ParÃ©,Willam Belli",3.00,https://m.media-amazon.com/images/M/MV5BMTM1OTEyODk4N15BMl5BanBnXkFtZTcwMDczODgzNQ@@._V1_SX300.jpg
245,Fever Pitch,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,"Comedy,Drama,Romance,Sport",PG-13,2005,104,English,"USA, Germany","Bobby Farrelly,Peter Farrelly",Lowell Ganz t,"Drew Barrymore,Jimmy Fallon,Jason Spevack,Jack Kehler",6.20,https://m.media-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_SX300.jpg
246,The Sixth Sense: The Actors,A brief feature that showcases various cast members discussing the film.,Short,NULL,2000,7,English,USA,NULL,NULL,"Haley Joel Osment,M. Night Shyamalan,Bruce Willis",6.80,NULL
247,O'Horten,A drama focused on a life-changing moment in 67-year-old train engineer Odd Horten's existence: the evening of his retirement.,"Comedy,Drama",PG-13,2007,90,Norwegian,"Norway, Germany, France, Denmark",Bent Hamer,"Bent Hamer,Harold Manning t","Baard Owe,Espen SkjÃ¸nberg,Ghita NÃ¸rby,Henny Moan",6.70,https://m.media-amazon.com/images/M/MV5BMTMxNTE0NzgyMl5BMl5BanBnXkFtZTcwMTIxNzMwMg@@._V1_SX300.jpg
248,Terms and Conditions May Apply,"A documentary that exposes what corporations and governments learn about people through Internet and cell phone usage, and what can be done about it ... if anything.","Documentary,News",Not Rated,2013,79,English,USA,Cullen Hoback,NULL,"Cullen Hoback,Brian Lawler,John Palfrey,Harvey Anderson",7.30,https://m.media-amazon.com/images/M/MV5BMTQyNDc5NTUzOF5BMl5BanBnXkFtZTcwNzM0MTAzOQ@@._V1_SX300.jpg
