mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice
579,Sundown: The Vampire in Retreat,Reclusive vampires lounge in a lonely American town. They wear sun cream to protect themselves. A descendant of Van Helsing arrives with hilarious consequences.,"Comedy,Horror,Western",R,1989,104,English,USA,Anthony Hickox,"John Burgess,Anthony Hickox,John Burgess t","David Carradine,Morgan Brittany,Bruce Campbell,Jim Metzler",6.1
27,Here Comes Cookie,"Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.","Comedy,Music",Approved,1935,65,English,USA,Norman Z. McLeod,Don Hartman t,"George Burns,Gracie Allen,George Barbier,Betty Furness",6.4
37,Sugar Hill Times,All black musical variety show.,"Comedy,Music",,1949–,60,English,USA,,,"Willie Bryant,Harry Belafonte,Timmie Rogers",6.6
225,Down and Out with the Dolls,"The raunchy, spunky tale of the rise and fall of an all-girl rock band from Portland, Oregon.","Comedy,Music",R,2001,88,English,USA,Kurt Voss,Nalini Cheriel t,"Zoë Poledouris,Kinnie Starr,Nicole Barrett,Melody Moore",6.6
425,Top Secret!,Parody of WWII spy movies in which an American rock and roll singer becomes involved in a Resistance plot to rescue a scientist imprisoned in East Germany.,"Comedy,Music",PG,1984,90,"English, German, Yiddish","UK, USA","Jim Abrahams,David Zucker,Jerry Zucker","Jim Abrahams,David Zucker,Jerry Zucker,Martyn Burke","Val Kilmer,Lucy Gutteridge,Peter Cushing,Jeremy Kemp",7.2
693,Flight of the Conchords,"Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.","Comedy,Music,Musical",TV-MA,2007–2009,28,English,"USA, New Zealand",,"James Bobin,Jemaine Clement,Bret McKenzie","Jemaine Clement,Bret McKenzie,Rhys Darby,Kristen Schaal",8.5
193,Münchhausen in Afrika,,"Comedy,Musical",,1958,88,German,West Germany,Werner Jacobs,"Johannes Hendrich,Max Nosseck,Hans Rameau t","Peter Alexander,Gunther Philipp,Anita Gutwell,Johanna König",4.2
266,Never Give a Sucker an Even Break,"A filmmaker attempts to sell a surreal script he has written, which comes to life as he pitches it.","Comedy,Musical",Passed,1941,71,English,USA,Edward F. Cline,John T. Neville t,"W.C. Fields,Gloria Jean,Leon Errol,Billy Lenhart",7.2
297,Polskie gówno,"Indie rock band Tranzystory goes on its first tour around Poland. This new experience disappoints the musicians in many ways, and is also a good test for the strength of their friendship.","Comedy,Musical",,2014,93,Polish,Poland,Grzegorz Jankowski,Tymon Tymanski,"Tymon Tymanski,Robert Brylewski,Grzegorz Halama,Filip Galazka",5.3
454,Blondie of the Follies,"Two young women find their friendship strained when one wins a role in a Broadway show, and the other's boyfriend begins to fall for her.","Comedy,Musical",Passed,1932,91,English,USA,Edmund Goulding,Frances Marion t,"Marion Davies,Robert Montgomery,Billie Dove,Jimmy Durante",6.5
537,Svengali and the Blonde,,"Comedy,Musical",,1955,90,English,USA,Alan Handley,"George L. Du Maurier t,Alan Handley","Russell Arms,Ethel Barrymore,Carol Channing,Nancy Kulp",4.4
110,Week-End in Havana,"Nan Spencer is on a boat bound for Havana which runs aground. The man sent to rescue her is engaged and she doesn't understand his disinterest. Gambler is interested, to the annoyance of his girlfriend.","Comedy,Musical,Romance",Passed,1941,81,English,USA,Walter Lang,Karl Tunberg t,"Alice Faye,Carmen Miranda,John Payne,Cesar Romero",6.6
222,Cain and Mabel,A talented boxer and a gifted dancer hope to increase their waning popularity by inventing a fictitious love affair for the benefit of the tabloids.,"Comedy,Musical,Romance",Passed,1936,90,English,USA,Lloyd Bacon,Laird Doyle t,"Marion Davies,Clark Gable,Allen Jenkins,Roscoe Karns",6.5
447,Here Comes the Groom,"Foreign correspondent Pete Garvey has 5 days to win back his former fiancée, or he'll lose the orphans he adopted.","Comedy,Musical,Romance",Approved,1951,113,"English, French",USA,Frank Capra,"Robert Riskin t,Virginia Van Upp,Liam O'Brien,Myles Connolly","Bing Crosby,Jane Wyman,Alexis Smith,Franchot Tone",6.5
603,Full Frontal with Samantha Bee,Comedian Samantha Bee gives her own wry commentary to the contemporary issues of the day.,"Comedy,News,Talk-Show",TV-MA,2016–,21,English,USA,,,Samantha Bee,5.7
65,Pulling Strings,"After a night of drinking, Rachel (Laura Ramsey), a diplomat working in Mexico City finds her world turned upside down after she's saved by Alejandro (Jaime Camil), a Mariachi singer whose visa was rejected the day before - by Rachel.","Comedy,Romance",PG,2013,111,"English, Spanish",Mexico,Pitipol Ybarra,Georgina Garcia Riedel t,"Jaime Camil,Laura Ramsey,Omar Chaparro,Aurora Papile",6
123,My Girlfriend's Boyfriend,"Jesse meets Ethan, someone she could finally fall in love with, but then she meets Troy, and now she has a dilemma.","Comedy,Romance",PG,2010,84,English,USA,Daryn Tufts,"Daryn Tufts,Daryn Tufts t","Christopher Gorham,Alyssa Milano,Michael Landes,Carol Kane",5.8
155,My Father the Hero,A teenage girl on vacation in the Bahamas with her divorced father tries to impress a potential boyfriend by saying that her father is actually her lover.,"Comedy,Romance",PG,1994,90,"English, French","France, USA",Steve Miner,Gérard Lauzier t,"Gérard Depardieu,Katherine Heigl,Dalton James,Lauren Hutton",5.5
182,Head Over Heels 2,Alice owns a sex shop and travels to New York to open a new business.,"Comedy,Romance",,2012,115,Portuguese,Brazil,Roberto Santucci,Marcelo Saback t,"Ingrid Guimarães,Bruno Garcia,Maria Paula,Eriberto Leão",5.8
214,A Cookie Cutter Christmas,"Two schoolteachers take their rivalry to a new level, while they scramble to win a holiday baking contest and the affections of a handsome single father.","Comedy,Romance",TV-G,2014,84,English,Canada,Christie Will Wolf,Barbara Kymlicka,"Erin Krakow,David Haydn-Jones,Miranda Frigon,Laura Soltis",6.1
215,I Do: How to Get Married and Stay Single,"Luis enjoys the liberty of being single. He has a smell for perfumes and thus money. However, his 5 sisters and mom believe that at 43, he should be looking for a wife, not one-night stands. They find candi/dates. He hires a ""fiancée"".","Comedy,Romance",R,2006,90,French,France,Éric Lartigau,"Alain Chabat t,Philippe Mechelen,Laurent Tirard,Grégoire Vigneron,Laurent Zeitoun","Alain Chabat,Charlotte Gainsbourg,Bernadette Lafont,Wladimir Yordanoff",6.7
234,Phffft,"While pursing new companions, a former married couple keep running into one another all over town.","Comedy,Romance",Approved,1954,88,"English, French",USA,Mark Robson,George Axelrod t,"Judy Holliday,Jack Lemmon,Jack Carson,Kim Novak",6.6
255,East Side Story,The arrival of Anglo newcomers to an East L.A. Latino neighborhood rocks the quiet world of a handsome young local who is torn between the family restaurant and life as a big city chef.,"Comedy,Romance",Not Rated,2006,88,"English, Spanish","USA, Mexico",Carlos Portugal,"Carlos Portugal,Charo Toledo","René Alvarado,David Berón,Gladise Jiminez,Steve Callahan",6.6
278,"You, Me and Dupree","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.","Comedy,Romance",PG-13,2006,110,English,USA,"Anthony Russo,Joe Russo",Michael LeSieur,"Owen Wilson,Kate Hudson,Matt Dillon,Michael Douglas",5.6
371,Larry the Cable Guy: Health Inspector,"A slovenly cable repairman becomes a big city Health Inspector, and is tasked with uncovering the source of a food poisoning epidemic.","Comedy,Romance",PG-13,2006,89,English,USA,Trent Cooper,"Jonathan Bernstein,James Greer","Larry the Cable Guy,David Koechner,Michael Papajohn,Phyllis Alexion",3.3
402,My Best Girl,"A department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father.","Comedy,Romance",Unrated,1927,80,"None, English",USA,Sam Taylor,Kathleen Norris t,"Mary Pickford,Charles Buddy Rogers,Sunshine Hart,Lucien Littlefield",7.4
407,She's All That,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,"Comedy,Romance",PG-13,1999,95,English,USA,Robert Iscove,R. Lee Fleming Jr.,"Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard,Paul Walker",5.9
433,They Came Together,"Molly owns a quaint little sweet shop. Joel works for a gigantic candy company threatening to shut her down. How they meet, fall in love, break up and get back together is hilariously recounted in this rom-com spoof.","Comedy,Romance",R,2014,83,English,USA,David Wain,"Michael Showalter,David Wain","Paul Rudd,Amy Poehler,Bill Hader,Ellie Kemper",5.6
471,April's Shower,"Alex is throwing a wedding shower for April. What's revealed at this wacky party, though, is that the two women have a history that goes beyond mere friendship.","Comedy,Romance",R,2003,100,English,USA,Trish Doolan,Trish Doolan,"Maria Cina,Trish Doolan,Frank Grillo,Zack Ward",5
526,East Side Story,The arrival of Anglo newcomers to an East L.A. Latino neighborhood rocks the quiet world of a handsome young local who is torn between the family restaurant and life as a big city chef.,"Comedy,Romance",Not Rated,2006,88,"English, Spanish","USA, Mexico",Carlos Portugal,"Carlos Portugal,Charo Toledo","René Alvarado,David Berón,Gladise Jiminez,Steve Callahan",6.6
554,In Country Melody,Somwang now works as a cafe singer while Som is pregnant with their first child. But Somwang still keep dating other women and he must try to stop this behavior.,"Comedy,Romance",,2007,,Thai,Thailand,Note Chern-Yim,"Note Chern-Yim,Ping Lumpraploeng,Vorawit Phonginsee","Suwanun Kongying,Pitisak Yaowananon,Yodrak Salakjai,Note Chern-Yim",5.8
654,LOL (Laughing Out Loud),"When Lola's boyfriend is unfaithful to her on his summer holiday, she dumps him and flirts with his best friend as punishment. But as their class prepares to leave on an excursion to London, the relationship heats up.","Comedy,Romance",Not Rated,2008,103,"French, English",France,Lisa Azuelos,Lisa Azuelos t,"Sophie Marceau,Christa Théret,Jérémy Kapone,Marion Chabassol",6.3
638,Pat and Mike,Pat is a women's sports sensation unless her fiancé is around. Her new shady manager Mike keeps them apart and develops feelings for her.,"Comedy,Romance,Sport",Not Rated,1952,95,English,USA,George Cukor,"Ruth Gordon,Garson Kanin","Spencer Tracy,Katharine Hepburn,Aldo Ray,William Ching",7
378,Dr. Otto and the Riddle of the Gloom Beam,Dr. Otto grows a hand out of the top of his head and tries to destroy the world.,"Comedy,Sci-Fi",PG,1985,97,English,USA,John R. Cherry III,Daniel Butler t,"Jim Varney,Glenn Petach,Myke R. Mueller,Jackie Welch",5.6
477,Airplane II: The Sequel,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?,"Comedy,Sci-Fi",PG,1982,85,English,USA,Ken Finkleman,Ken Finkleman,"Lloyd Bridges,Raymond Burr,Chuck Connors,Rip Torn",6.2
497,Airplane II: The Sequel,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?,"Comedy,Sci-Fi",PG,1982,85,English,USA,Ken Finkleman,Ken Finkleman,"Lloyd Bridges,Raymond Burr,Chuck Connors,Rip Torn",6.2
161,Blades of Glory,"In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.","Comedy,Sport",PG-13,2007,93,"English, Japanese",USA,"Josh Gordon,Will Speck",Jeff Cox t,"Will Ferrell,Jon Heder,Will Arnett,Amy Poehler",6.3
226,Slap Shot 2: Breaking the Ice,"25 years after the events of the first film, the Charlestown Chiefs are still languishing in Pennsylvania.","Comedy,Sport",R,2002,96,English,USA,Steve Boyum,"Broderick Miller,Nancy Dowd t","Stephen Baldwin,Jessica Steen,Gary Busey,David Hemmings",4.4
612,BASEketball,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team.","Comedy,Sport",R,1998,103,English,USA,David Zucker,"David Zucker,Robert LoCash,Lewis Friedman,Jeff Wright","Trey Parker,Matt Stone,Dian Bachar,Yasmine Bleeth",6.5
273,Guy X,"A black comedy set in 1979, about a soldier mistakenly posted to an Arctic military base.","Comedy,War",R,2005,101,English,"Canada, Iceland, UK, USA",Saul Metzstein,Steve Attridge t,"Jason Biggs,Natascha McElhone,Jeremy Northam,Sean Tucker",5.1
53,Destry Rides Again,"Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.","Comedy,Western",Approved,1939,95,"English, Russian",USA,George Marshall,Felix Jackson t,"Marlene Dietrich,James Stewart,Mischa Auer,Charles Winninger",7.7
315,Sabata the Killer,"Sabata and Mangosta are bank robbers, who after a bank job, through a series of events, end up teaming up with the bank clerk, Peter. They then go on the run with Peter's boss and a hired ...","Comedy,Western",,1970,87,"Italian, Spanish","Spain, Italy",Tulio Demicheli,"Tulio Demicheli,Florentino Soria t","Anthony Steffen,Peter Lee Lawrence,Eduardo Fajardo,Alfredo Mayo",5.7
436,Destry Rides Again,"Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.","Comedy,Western",Approved,1939,95,"English, Russian",USA,George Marshall,Felix Jackson t,"Marlene Dietrich,James Stewart,Mischa Auer,Charles Winninger",7.7
467,Sabata the Killer,"Sabata and Mangosta are bank robbers, who after a bank job, through a series of events, end up teaming up with the bank clerk, Peter. They then go on the run with Peter's boss and a hired ...","Comedy,Western",,1970,87,"Italian, Spanish","Spain, Italy",Tulio Demicheli,"Tulio Demicheli,Florentino Soria t","Anthony Steffen,Peter Lee Lawrence,Eduardo Fajardo,Alfredo Mayo",5.7
631,The Great Scout & Cathouse Thursday,"Three prospectors confront their ex-partner who, 15 years earlier, ran off with all the gold from their mine and they also plan to kidnap his wife.","Comedy,Western",PG,1976,102,English,USA,Don Taylor,Richard Alan Shapiro,"Lee Marvin,Oliver Reed,Robert Culp,Elizabeth Ashley",6.3
455,Tycoon: A New Russian,"During the Gorbachev years, Platon Makovski and his four buddies are university students who jump on the private capitalism movement. Fast-forward 20 years, Platon finds himself the richest...","Crime,Drama",R,2002,123,Russian,"Russia, France, Germany",Pavel Lungin,Yuliy Dubov t,"Vladimir Mashkov,Mariya Mironova,Andrey Krasko,Levani",6.8
484,Whistle Down the Wind,"When an injured wife murderer takes refuge on a remote Lancashire farm, the owners three children mistakenly believe him to be the Second Coming of Christ.","Crime,Drama",Unrated,1961,99,English,UK,Bryan Forbes,Mary Hayley Bell t,"Bernard Lee,Alan Bates,Norman Bird,Diane Clare",7.7
512,CrissCross,"A 12-year-old boy comes of age in 1969 Key West against the backdrop of the Apollo moon landing, when he begins to sell cocaine so his mother can stop stripping.","Crime,Drama",R,1992,100,English,USA,Chris Menges,Scott Sommer t,"Goldie Hawn,Arliss Howard,James Gammon,David Arnott",5.8
530,Frozen River,"A mom looks for another source of income, when her husband leaves with the money meant for the new mobile home. A nearby Indian territory stretches across the border to Canada with a drivable frozen river between. Smuggling?","Crime,Drama",R,2008,97,"English, French, Chinese, Urdu, Mohawk",USA,Courtney Hunt,Courtney Hunt,"Melissa Leo,Misty Upham,Charlie McDermott,Michael O'Keefe",7.1
548,The Music Box Kid,"A young gangster in 1920's New York quickly rises through the ranks of the mob, then sets up his own murder-for-hire organization. When he starts kidnapping other mobsters for ransom, the ...","Crime,Drama",Not Rated,1960,75,English,USA,Edward L. Cahn,Herbert Abbott Spiro,"Ron Foster,Luana Patten,Grant Richards,Johnny Seven",4.9
601,Fort Apache the Bronx,"In New York City, South Bronx's main police precinct is nicknamed Fort Apache by its employees who feel like troopers surrounded by hostiles in a wild west isolated outpost.","Crime,Drama",R,1981,125,"English, Spanish",USA,Daniel Petrie,"Heywood Gould,Thomas Mulhearn t","Paul Newman,Edward Asner,Ken Wahl,Danny Aiello",6.7
